p,gamma,R,phase
0.2857142857142857,0.08163265306122448,0.26046863568176104,Disconnected
0.3061224489795918,0.08163265306122448,0.2657311599430713,Traversable
0.32653061224489793,0.08163265306122448,0.27037987098965977,Traversable
0.3469387755102041,0.08163265306122448,0.2744459618741052,Traversable
0.36734693877551017,0.08163265306122448,0.27795500251397404,Traversable
0.3877551020408163,0.08163265306122448,0.2809278678540216,Traversable
0.4081632653061224,0.08163265306122448,0.28338143293517426,Traversable
0.42857142857142855,0.08163265306122448,0.28532909457099104,Traversable
0.44897959183673464,0.08163265306122448,0.2867811604096985,Traversable
0.4693877551020408,0.08163265306122448,0.2877451334151242,Traversable
0.4897959183673469,0.08163265306122448,0.288225910915665,Traversable
0.5102040816326531,0.08163265306122448,0.288225910915665,Traversable
0.5306122448979591,0.08163265306122448,0.2877451334151242,Traversable
0.5510204081632653,0.08163265306122448,0.2867811604096985,Traversable
0.5714285714285714,0.08163265306122448,0.28532909457099104,Traversable
0.5918367346938775,0.08163265306122448,0.28338143293517426,Traversable
0.6122448979591836,0.08163265306122448,0.2809278678540216,Traversable
0.6326530612244897,0.08163265306122448,0.27795500251397404,Traversable
0.6530612244897959,0.08163265306122448,0.2744459618741052,Traversable
0.673469387755102,0.08163265306122448,0.27037987098965977,Traversable
0.6938775510204082,0.08163265306122448,0.2657311599430713,Traversable
0.7142857142857142,0.08163265306122448,0.26046863568176104,Disconnected
0.7346938775510203,0.08163265306122448,0.2545542320686666,Disconnected
0.7551020408163265,0.08163265306122448,0.24794130360862024,Disconnected
0.7755102040816326,0.08163265306122448,0.240572253360894,Disconnected
0.7959183673469387,0.08163265306122448,0.2323751583540228,Disconnected
0.8163265306122448,0.08163265306122448,0.22325883058436666,Disconnected
0.836734693877551,0.08163265306122448,0.2131053324735528,Disconnected
0.8571428571428571,0.08163265306122448,0.20175813764096553,Disconnected
0.8775510204081632,0.08163265306122448,0.18900236919404184,Disconnected
0.8979591836734693,0.08163265306122448,0.17452945624877714,Disconnected
0.9183673469387754,0.08163265306122448,0.1578678330659843,Disconnected
0.9387755102040816,0.08163265306122448,0.13822829094048705,Disconnected
0.9591836734693877,0.08163265306122448,0.11408310215202414,Disconnected
0.9795918367346939,0.08163265306122448,0.08152259844885462,Disconnected
1.0,0.08163265306122448,0.0,Disconnected
0.0,0.1020408163265306,0.0,Disconnected
0.02040816326530612,0.1020408163265306,0.07746760548465345,Disconnected
0.04081632653061224,0.1020408163265306,0.10840852620176254,Disconnected
0.061224489795918366,0.1020408163265306,0.13135271584987115,Disconnected
0.08163265306122448,0.1020408163265306,0.15001537295631456,Disconnected
0.1020408163265306,0.1020408163265306,0.16584823496044132,Disconnected
0.12244897959183673,0.1020408163265306,0.17960125475606167,Disconnected
0.14285714285714285,0.1020408163265306,0.19172254206168923,Disconnected
0.16326530612244897,0.1020408163265306,0.20250531922255044,Disconnected
0.18367346938775508,0.1020408163265306,0.2121537749992781,Disconnected
0.2040816326530612,0.1020408163265306,0.22081665003719264,Disconnected
0.22448979591836732,0.1020408163265306,0.2286060156142837,Disconnected
0.24489795918367346,0.1020408163265306,0.23560852397698742,Disconnected
0.26530612244897955,0.1020408163265306,0.2418925205961888,Disconnected
0.2857142857142857,0.1020408163265306,0.2475127374991578,Disconnected
0.3061224489795918,0.1020408163265306,0.25251350000042133,Marginal
0.32653061224489793,0.1020408163265306,0.2569309807998736,Marginal
0.3469387755102041,0.1020408163265306,0.26079482138511423,Marginal
0.36734693877551017,0.1020408163265306,0.26412931980753046,Marginal
0.3877551020408163,0.1020408163265306,0.26695431267703873,Marginal
0.4081632653061224,0.1020408163265306,0.26928583565783415,Marginal
0.42857142857142855,0.1020408163265306,0.27113661919628707,Marginal
0.44897959183673464,0.1020408163265306,0.2725164582307519,Marginal
0.4693877551020408,0.1020408163265306,0.27343248252221297,Marginal
0.4897959183673469,0.1020408163265306,0.2738893458024132,Marginal
0.5102040816326531,0.1020408163265306,0.2738893458024132,Marginal
0.5306122448979591,0.1020408163265306,0.27343248252221297,Marginal
0.5510204081632653,0.1020408163265306,0.2725164582307519,Marginal
0.5714285714285714,0.1020408163265306,0.27113661919628707,Marginal
0.5918367346938775,0.1020408163265306,0.26928583565783415,Marginal
0.6122448979591836,0.1020408163265306,0.2669543126770388,Marginal
0.6326530612244897,0.1020408163265306,0.26412931980753046,Marginal
0.6530612244897959,0.1020408163265306,0.26079482138511423,Marginal
0.673469387755102,0.1020408163265306,0.2569309807998736,Marginal
0.6938775510204082,0.1020408163265306,0.25251350000042133,Marginal
0.7142857142857142,0.1020408163265306,0.2475127374991578,Disconnected
0.7346938775510203,0.1020408163265306,0.2418925205961888,Disconnected
0.7551020408163265,0.1020408163265306,0.23560852397698745,Disconnected
0.7755102040816326,0.1020408163265306,0.2286060156142837,Disconnected
0.7959183673469387,0.1020408163265306,0.22081665003719272,Disconnected
0.8163265306122448,0.1020408163265306,0.21215377499927815,Disconnected
0.836734693877551,0.1020408163265306,0.20250531922255047,Disconnected
0.8571428571428571,0.1020408163265306,0.19172254206168926,Disconnected
0.8775510204081632,0.1020408163265306,0.17960125475606167,Disconnected
0.8979591836734693,0.1020408163265306,0.1658482349604414,Disconnected
0.9183673469387754,0.1020408163265306,0.15001537295631465,Disconnected
0.9387755102040816,0.1020408163265306,0.1313527158498712,Disconnected
0.9591836734693877,0.1020408163265306,0.10840852620176261,Disconnected
0.9795918367346939,0.1020408163265306,0.07746760548465349,Disconnected
1.0,0.1020408163265306,0.0,Disconnected
0.0,0.12244897959183673,0.0,Disconnected
0.02040816326530612,0.12244897959183673,0.07361431080108351,Disconnected
0.04081632653061224,0.12244897959183673,0.10301620776035084,Disconnected
0.061224489795918366,0.12244897959183673,0.12481913683332274,Disconnected
0.08163265306122448,0.12244897959183673,0.14255349988756658,Disconnected
0.1020408163265306,0.12244897959183673,0.1575988238930097,Disconnected
0.12244897959183673,0.12244897959183673,0.1706677585445243,Disconnected
0.14285714285714285,0.12244897959183673,0.1821861242593709,Disconnected
0.16326530612244897,0.12244897959183673,0.1924325582914091,Disconnected
0.18367346938775508,0.12244897959183673,0.20160109290474815,Disconnected
0.2040816326530612,0.12244897959183673,0.2098330702775136,Disconnected
0.22448979591836732,0.12244897959183673,0.2172349871813327,Disconnected
0.24489795918367346,0.12244897959183673,0.22388918571727912,Disconnected
0.26530612244897955,0.12244897959183673,0.22986061180312203,Disconnected
0.2857142857142857,0.12244897959183673,0.23520127505553953,Disconnected
0.3061224489795918,0.12244897959183673,0.23995329601587947,Marginal
0.32653061224489793,0.12244897959183673,0.24415104812780083,Marginal
0.3469387755102041,0.12244897959183673,0.24782269848988792,Marginal
0.36734693877551017,0.12244897959183673,0.25099133655089134,Marginal
0.3877551020408163,0.12244897959183673,0.2536758122334142,Marginal
0.4081632653061224,0.12244897959183673,0.25589136357612535,Marginal
0.42857142857142855,0.12244897959183673,0.2576500878037922,Marginal
0.44897959183673464,0.12244897959183673,0.25896129264745665,Marginal
0.4693877551020408,0.12244897959183673,0.2598317532286388,Marginal
0.4897959183673469,0.12244897959183673,0.2602658917991013,Marginal
0.5102040816326531,0.12244897959183673,0.2602658917991013,Marginal
0.5306122448979591,0.12244897959183673,0.2598317532286388,Marginal
0.5510204081632653,0.12244897959183673,0.25896129264745665,Marginal
0.5714285714285714,0.12244897959183673,0.2576500878037923,Marginal
0.5918367346938775,0.12244897959183673,0.25589136357612535,Marginal
0.6122448979591836,0.12244897959183673,0.25367581223341423,Marginal
0.6326530612244897,0.12244897959183673,0.25099133655089134,Marginal
0.6530612244897959,0.12244897959183673,0.24782269848988792,Marginal
0.673469387755102,0.12244897959183673,0.24415104812780083,Marginal
0.6938775510204082,0.12244897959183673,0.23995329601587947,Marginal
0.7142857142857142,0.12244897959183673,0.23520127505553953,Disconnected
0.7346938775510203,0.12244897959183673,0.22986061180312203,Disconnected
0.7551020408163265,0.12244897959183673,0.22388918571727917,Disconnected
0.7755102040816326,0.12244897959183673,0.2172349871813327,Disconnected
0.7959183673469387,0.12244897959183673,0.2098330702775137,Disconnected
0.8163265306122448,0.12244897959183673,0.2016010929047482,Disconnected
0.836734693877551,0.12244897959183673,0.19243255829140912,Disconnected
0.8571428571428571,0.12244897959183673,0.18218612425937095,Disconnected
0.8775510204081632,0.12244897959183673,0.17066775854452432,Disconnected
0.8979591836734693,0.12244897959183673,0.15759882389300978,Disconnected
0.9183673469387754,0.12244897959183673,0.14255349988756666,Disconnected
0.9387755102040816,0.12244897959183673,0.1248191368333228,Disconnected
0.9591836734693877,0.12244897959183673,0.10301620776035089,Disconnected
0.9795918367346939,0.12244897959183673,0.07361431080108355,Disconnected
1.0,0.12244897959183673,0.0,Disconnected
0.0,0.14285714285714285,0.0,Disconnected
0.02040816326530612,0.14285714285714285,0.06995268177989639,Disconnected
0.04081632653061224,0.14285714285714285,0.09789210713530783,Disconnected
0.061224489795918366,0.14285714285714285,0.11861054275895298,Disconnected
0.08163265306122448,0.14285714285714285,0.13546278577804285,Disconnected
0.1020408163265306,0.14285714285714285,0.14975974449401994,Disconnected
0.12244897959183673,0.14285714285714285,0.16217862089089313,Disconnected
0.14285714285714285,0.14285714285714285,0.17312405477062287,Disconnected
0.16326530612244897,0.14285714285714285,0.1828608237686873,Disconnected
0.18367346938775508,0.14285714285714285,0.19157330884414944,Disconnected
0.2040816326530612,0.14285714285714285,0.1993958217130452,Disconnected
0.22448979591836732,0.14285714285714285,0.20642956192061462,Disconnected
0.24489795918367346,0.14285714285714285,0.21275277581231436,Disconnected
0.26530612244897955,0.14285714285714285,0.21842717884902654,Disconnected
0.2857142857142857,0.14285714285714285,0.2235021936515077,Disconnected
0.3061224489795918,0.14285714285714285,0.22801784565493802,Marginal
0.32653061224489793,0.14285714285714285,0.23200679854304687,Marginal
0.3469387755102041,0.14285714285714285,0.23549581836257819,Marginal
0.36734693877551017,0.14285714285714285,0.23850684607641473,Marginal
0.3877551020408163,0.14285714285714285,0.2410577939983863,Marginal
0.4081632653061224,0.14285714285714285,0.2431631422161056,Marginal
0.42857142857142855,0.14285714285714285,0.24483438622963735,Marginal
0.44897959183673464,0.14285714285714285,0.2460803707967545,Marginal
0.4693877551020408,0.14285714285714285,0.24690753403953636,Marginal
0.4897959183673469,0.14285714285714285,0.24732007824374694,Marginal
0.5102040816326531,0.14285714285714285,0.24732007824374694,Marginal
0.5306122448979591,0.14285714285714285,0.24690753403953636,Marginal
0.5510204081632653,0.14285714285714285,0.2460803707967545,Marginal
0.5714285714285714,0.14285714285714285,0.24483438622963738,Marginal
0.5918367346938775,0.14285714285714285,0.2431631422161056,Marginal
0.6122448979591836,0.14285714285714285,0.24105779399838634,Marginal
0.6326530612244897,0.14285714285714285,0.23850684607641473,Marginal
0.6530612244897959,0.14285714285714285,0.23549581836257819,Marginal
0.673469387755102,0.14285714285714285,0.23200679854304687,Marginal
0.6938775510204082,0.14285714285714285,0.22801784565493802,Marginal
0.7142857142857142,0.14285714285714285,0.2235021936515077,Disconnected
0.7346938775510203,0.14285714285714285,0.21842717884902654,Disconnected
0.7551020408163265,0.14285714285714285,0.2127527758123144,Disconnected
0.7755102040816326,0.14285714285714285,0.20642956192061462,Disconnected
0.7959183673469387,0.14285714285714285,0.1993958217130453,Disconnected
0.8163265306122448,0.14285714285714285,0.19157330884414947,Disconnected
0.836734693877551,0.14285714285714285,0.18286082376868731,Disconnected
0.8571428571428571,0.14285714285714285,0.1731240547706229,Disconnected
0.8775510204081632,0.14285714285714285,0.16217862089089316,Disconnected
0.8979591836734693,0.14285714285714285,0.14975974449402005,Disconnected
0.9183673469387754,0.14285714285714285,0.13546278577804294,Disconnected
0.9387755102040816,0.14285714285714285,0.11861054275895305,Disconnected
0.9591836734693877,0.14285714285714285,0.09789210713530788,Disconnected
0.9795918367346939,0.14285714285714285,0.06995268177989643,Disconnected
1.0,0.14285714285714285,0.0,Disconnected
0.0,0.16326530612244897,0.0,Disconnected
0.02040816326530612,0.16326530612244897,0.06647318483252614,Disconnected
0.04081632653061224,0.16326530612244897,0.09302288297860317,Disconnected
0.061224489795918366,0.16326530612244897,0.11271076864086746,Disconnected
0.08163265306122448,0.16326530612244897,0.1287247689128706,Disconnected
0.1020408163265306,0.16326530612244897,0.14231058656973225,Disconnected
0.12244897959183673,0.16326530612244897,0.15411173907935471,Disconnected
0.14285714285714285,0.16326530612244897,0.16451273916751097,Disconnected
0.16326530612244897,0.16326530612244897,0.17376519423873246,Disconnected
0.18367346938775508,0.16326530612244897,0.18204431400992416,Disconnected
0.2040816326530612,0.16326530612244897,0.18947772943529764,Disconnected
0.22448979591836732,0.16326530612244897,0.19616160632157453,Disconnected
0.24489795918367346,0.16326530612244897,0.20217029898443895,Disconnected
0.26530612244897955,0.16326530612244897,0.20756245311314625,Disconnected
0.2857142857142857,0.16326530612244897,0.2123850330115782,Disconnected
0.3061224489795918,0.16326530612244897,0.2166760732208423,Marginal
0.32653061224489793,0.16326530612244897,0.22046661270943277,Marginal
0.3469387755102041,0.16326530612244897,0.22378208616158432,Marginal
0.36734693877551017,0.16326530612244897,0.22664334318082896,Marginal
0.3877551020408163,0.16326530612244897,0.22906740510956114,Marginal
0.4081632653061224,0.16326530612244897,0.2310680317853708,Marginal
0.42857142857142855,0.16326530612244897,0.23265614691384146,Marginal
0.44897959183673464,0.16326530612244897,0.23384015530810226,Marginal
0.4693877551020408,0.16326530612244897,0.23462617485338744,Marginal
0.4897959183673469,0.16326530612244897,0.23501819881072997,Marginal
0.5102040816326531,0.16326530612244897,0.23501819881072997,Marginal
0.5306122448979591,0.16326530612244897,0.23462617485338744,Marginal
0.5510204081632653,0.16326530612244897,0.23384015530810226,Marginal
0.5714285714285714,0.16326530612244897,0.2326561469138415,Marginal
0.5918367346938775,0.16326530612244897,0.2310680317853708,Marginal
0.6122448979591836,0.16326530612244897,0.22906740510956117,Marginal
0.6326530612244897,0.16326530612244897,0.22664334318082896,Marginal
0.6530612244897959,0.16326530612244897,0.22378208616158432,Marginal
0.673469387755102,0.16326530612244897,0.22046661270943277,Marginal
0.6938775510204082,0.16326530612244897,0.2166760732208423,Marginal
0.7142857142857142,0.16326530612244897,0.2123850330115782,Disconnected
0.7346938775510203,0.16326530612244897,0.20756245311314625,Disconnected
0.7551020408163265,0.16326530612244897,0.202170298984439,Disconnected
0.7755102040816326,0.16326530612244897,0.19616160632157453,Disconnected
0.7959183673469387,0.16326530612244897,0.18947772943529773,Disconnected
0.8163265306122448,0.16326530612244897,0.1820443140099242,Disconnected
