gamma,quantum_factor,t_classical,t_quantum,t_decoherence
0.3890909090909091,44.730071882472174,1.6796344885453098,75.1301714089111,6.637687472633821
0.3944949494949495,45.92777548724497,1.6570950547874617,76.10668963730245,6.661197021339644
0.3998989898989899,47.15828246651808,1.634858083307918,77.09709928530515,6.684046010567532
0.40530303030303033,48.42249125741259,1.6129195152899947,78.10158112803991,6.706206501038069
0.4107070707070707,49.72132490394668,1.5912753463832794,79.12031850916333,6.727650280513616
0.4161111111111111,51.05573173098309,1.5699216259727355,80.15349737433276,6.7483489101662
0.4215151515151515,52.42668603663489,1.5488544564576157,81.2013063051462,6.76827377448516
0.4269191919191919,53.83518880363548,1.5280699925400467,82.26393655356328,6.787396134723987
0.43232323232323233,55.282268430191735,1.5075644405231663,83.3415820768135,6.805687185861576
0.43772727272727274,56.76898148085434,1.4873340576186762,84.43443957279857,6.823118117026934
0.44313131313131315,58.29641345795336,1.467375151263686,85.54270851599468,6.839660175308295
0.44853535353535356,59.865679594162245,1.4476840784467275,86.66659119386183,6.8552847328380055
0.453939393939394,61.47792566676906,1.428257245042811,87.8062927437663,6.869963357013149
0.45934343434343433,63.134328834249395,1.409091105157407,88.96202119042363,6.883667883679494
0.46474747474747474,64.83609849575201,1.3901821604792257,90.1339874838684,6.896370493072686
0.47015151515151515,66.58447717412409,1.3715269596416904,91.32240553795795,6.9080437882764665
0.47555555555555556,68.38074142312189,1.3531220975929716,92.5274922694173,6.918660875922992
0.480959595959596,70.22620275946797,1.334964214974479,93.74946763743174,6.92819544882586
0.4863636363636364,72.12220862043664,1.3170499975076926,94.98855468379536,6.9366218702022575
0.4917676767676768,74.07014334766589,1.2993761753892217,96.24497957362152,6.943915259107541
0.49717171717171715,76.07142919791492,1.2819395226939818,97.51897163662409,6.950051576673766
0.5025757575757576,78.1275273815044,1.2647368567863815,98.81076340897582,6.955007712713837
0.507979797979798,80.23993912919848,1.2477650377394085,100.12059067575218,6.958761572225543
0.5133838383838384,82.41020678830697,1.231020967761515,101.44869251396821,6.961292161305305
0.5187878787878788,84.6399149488082,1.2145015906311887,102.79531133621609,6.962579671960424
0.5241919191919192,86.93069160031493,1.1982038911391155,104.16069293491176,6.962605565291704
0.5295959595959596,89.2842093207276,1.1821248945378275,105.54508652715843,6.961352652505635
0.535,91.70218649744324,1.1662616659987335,106.94874480023472,6.958805173207678
