N_qubits,gamma,R,traversal_time
16,0.1621212121212121,0.9429618623862794,5.92480411897617
16,0.16752525252525252,0.9303080221737936,5.845297696073681
16,0.17292929292929293,0.9178239869963893,5.766858189672701
16,0.17833333333333334,0.9055074781979864,5.689471282554828
16,0.18373737373737375,0.8933562477003583,5.613122849627978
16,0.18914141414141414,0.8813680775928006,5.537798955348202
16,0.19454545454545455,0.8695407797273048,5.463485851176083
16,0.19994949494949496,0.8578721953191665,5.390169973067283
16,0.20535353535353534,0.8463601945529506,5.317837938996756
16,0.21075757575757575,0.8350026761937466,5.246476546516182
16,0.21616161616161617,0.8237975672036382,5.176072770344187
16,0.22156565656565658,0.8127428223633224,5.106613759988896
16,0.226969696969697,0.8018364238988028,5.03808683740238
16,0.23237373737373737,0.7910763811130956,4.970479494666601
16,0.23777777777777778,0.7804607300228757,4.903779391710387
16,0.2431818181818182,0.7699875329999998,4.837974354057056
16,0.24858585858585858,0.7596548784178394,4.773052370602263
16,0.253989898989899,0.7494608803023599,4.709001591421666
16,0.2593939393939394,0.7394036779878828,4.645810325608011
16,0.2647979797979798,0.7294814357774653,4.583467039137239
16,0.2702020202020202,0.71969234260784,4.521960352763237
16,0.27560606060606063,0.7100346117188482,4.4612790399408295
16,0.28101010101010104,0.7005064803273114,4.401412024776649
16,0.2864141414141414,0.6911062093052778,4.342348380007501
16,0.2918181818181818,0.6818320828625868,4.2840773250058595
16,0.2972222222222222,0.6726824082336935,4.226588223812123
16,0.30262626262626263,0.6636555153686963,4.169870583193289
16,0.30803030303030304,0.6547497566285083,4.1139140507276535
16,0.31343434343434345,0.6459635064841233,4.058708412915249
16,0.31883838383838387,0.6372951612199128,4.004243593313602
16,0.3242424242424242,0.6287431386409088,3.9505096506985358
16,0.32964646464646463,0.6203058777840113,3.8974967772496356
16,0.33505050505050504,0.6119818386330734,3.8451952967600755
16,0.34045454545454545,0.6037695018378088,3.7935956628704584
16,0.34585858585858587,0.5956673684364707,3.742688457326362
16,0.3512626262626263,0.5876739595822541,3.692464388259269
16,0.3566666666666667,0.5797878162733676,3.642914288490561
16,0.3620707070707071,0.5720074990867284,3.5940291138582725
16,0.3674747474747475,0.5643315879152307,3.545799941566303
16,0.37287878787878787,0.55675868170854,3.4982179685557746
16,0.3782828282828283,0.549287398217365,3.4512745098982505
16,0.3836868686868687,0.5419163737411629,3.404960997210516
16,0.3890909090909091,0.5346442628792271,3.3592689770906197
16,0.3944949494949495,0.5274697382851193,3.3141901095749233
16,0.3998989898989899,0.5203914904243936,3.269716166615836
16,0.40530303030303033,0.513408227335573,3.2258390305799893
16,0.4107070707070707,0.5065186743943337,3.1825506927665588
16,0.4161111111111111,0.49972157408085305,3.139843251945471
16,0.4215151515151515,0.49301568575028065,3.0977089129152313
16,0.4269191919191919,0.48639978540628814,3.0561399850800934
16,0.43232323232323233,0.4798726654776591,3.0151288810463326
16,0.43772727272727274,0.4734331345978764,2.9746681152373524
16,0.44313131313131315,0.46708001738766647,2.934750302527372
16,0.44853535353535356,0.46081215424046373,2.895368156893455
16,0.453939393939394,0.45462840111075165,2.856514490085622
16,0.45934343434343433,0.4485276293052461,2.818182210314814
16,0.46474747474747474,0.44250872527687857,2.7803643209584514
16,0.47015151515151515,0.43657059042154694,2.7430539192833807
16,0.47555555555555556,0.4307121408775909,2.7062441951859433
16,0.480959595959596,0.4249323073279599,2.669928429948958
16,0.4863636363636364,0.4192300348050354,2.634099995015385
16,0.4917676767676768,0.4136042824980724,2.5987523507784434
16,0.49717171717171715,0.4080540235632243,2.5638790453879636
16,0.5025757575757576,0.40257824493611827,2.529473713572763
16,0.507979797979798,0.39717594714694443,2.495530075478817
16,0.5133838383838384,0.3918461441380277,2.46204193552303
16,0.5187878787878788,0.3865878630838464,2.4290031812623774
16,0.5241919191919192,0.38140014421346696,2.396407782278231
16,0.5295959595959596,0.37628204063536147,2.364249789075655
16,0.535,0.371232618164575,2.332523331997467
25,0.0,1.7677669529663689,11.107207345395915
25,0.005404040404040404,1.744044847706309,10.95815696217054
25,0.010808080808080808,1.7206410752881576,10.811106723180236
25,0.016212121212121212,1.697551363924182,10.666029787991087
25,0.021616161616161617,1.6747714991508338,10.522899676347647
25,0.02702020202020202,1.6522973230595015,10.381690263339621
25,0.032424242424242425,1.6301247335375846,10.24237577463339
25,0.03782828282828283,1.608249683519755,10.104930781767544
25,0.04323232323232323,1.586668180249262,9.969330197511534
25,0.04863636363636364,1.5653762845491523,9.835549271286606
25,0.05404040404040404,1.5443701101032705,9.703563584648188
25,0.059444444444444446,1.5236458227469059,9.57334904682891
25,0.06484848484848485,1.5031996397669596,9.444881890341406
25,0.07025252525252526,1.4830278292115022,9.318138666640147
25,0.07565656565656566,1.4631267092085973,9.193096241841477
25,0.08106060606060606,1.4434926472942655,9.069731792501093
25,0.08646464646464647,1.4241220597494668,8.948022801448179
25,0.09186868686868688,1.4050114109459801,8.827947053675443
25,0.09727272727272727,1.3861572127010604,8.709482632284312
25,0.10267676767676767,1.367556023640756,8.592607914484537
25,0.10808080808080808,1.34920444857177,8.477301567647482
25,0.1134848484848485,1.3310991378617505,8.363542545412365
25,0.11888888888888889,1.313236786827897,8.251310083844773
25,0.12429292929292929,1.29561413513377,8.14058369764669
25,0.1296969696969697,1.2782279661941987,8.031343176417433
25,0.1351010101010101,1.261075106588169,7.923568580964713
25,0.14050505050505052,1.2441524254795946,7.817240239665233
25,0.1459090909090909,1.2274568340458594,7.712338744874115
25,0.15131313131313132,1.2109852849140266,7.608844949382497
25,0.15671717171717173,1.1947347716046175,7.506739962922691
25,0.1621212121212121,1.1787023279828492,7.406005148720212
25,0.16752525252525252,1.162885027717242,7.306622120092101
25,0.17292929292929293,1.1472799837454866,7.208572737090876
25,0.17833333333333334,1.131884347747483,7.111839103193534
25,0.18373737373737375,1.116695309625448,7.016403562034974
25,0.18914141414141414,1.1017100969910008,6.922248694185253
25,0.19454545454545455,1.086925974659131,6.829357313970104
25,0.19994949494949496,1.072340244148958,6.737712466334103
25,0.20535353535353534,1.0579502431911882,6.647297423745944
25,0.21075757575757575,1.0437533452421832,6.558095683145227
25,0.21616161616161617,1.0297469590045476,6.470090962930233
25,0.22156565656565658,1.015928527954153,6.38326719998612
25,0.226969696969697,1.0022955298735035,6.297608546752975
25,0.23237373737373737,0.9888454763913695,6.213099368333252
25,0.23777777777777778,0.9755759125285947,6.129724239637983
25,0.2431818181818182,0.9624844162499997,6.047467942571319
25,0.24858585858585858,0.9495685980222992,5.966315463252829
25,0.253989898989899,0.9368261003779499,5.886251989277083
25,0.2593939393939394,0.9242545974848534,5.8072629070100135
25,0.2647979797979798,0.9118517947218316,5.729333798921549
25,0.2702020202020202,0.8996154282597999,5.652450440954046
25,0.27560606060606063,0.8875432646485601,5.576598799926036
25,0.28101010101010104,0.8756331004091392,5.501765030970811
25,0.2864141414141414,0.8638827616315972,5.4279354750093765
25,0.2918181818181818,0.8522901035782334,5.355096656257324
25,0.2972222222222222,0.8408530102921169,5.2832352797651545
25,0.30262626262626263,0.8295693942108703,5.2123382289916105
25,0.30803030303030304,0.8184371957856353,5.142392563409566
25,0.31343434343434345,0.807454383105154,5.073385516144061
25,0.31883838383838387,0.7966189515248909,5.0053044916420015
25,0.3242424242424242,0.785928923301136,4.938137063373169
25,0.32964646464646463,0.775382347230014,4.871870971562044
25,0.33505050505050504,0.7649772982913418,4.806494120950094
25,0.34045454545454545,0.7547118772972609,4.741994578588072
25,0.34585858585858587,0.7445842105455883,4.678360571657952
25,0.3512626262626263,0.7345924494778177,4.615580485324086
25,0.3566666666666667,0.7247347703417095,4.553642860613201
25,0.3620707070707071,0.7150093738584106,4.492536392322841
25,0.3674747474747475,0.7054144848940384,4.432249926957878
25,0.37287878787878787,0.6959483521356751,4.372772460694718
25,0.3782828282828283,0.6866092477717064,4.314093137372813
25,0.3836868686868687,0.6773954671764536,4.256201246513145
25,0.3890909090909091,0.6683053285990339,4.199086221363276
25,0.3944949494949495,0.6593371728563991,4.142737636968654
25,0.3998989898989899,0.650489363030492,4.087145208269795
25,0.40530303030303033,0.6417602841694662,4.032298788224986
25,0.4107070707070707,0.6331483429929171,3.978188365958198
25,0.4161111111111111,0.6246519676010662,3.924804064931838
25,0.4215151515151515,0.6162696071878508,3.8721361411440394
25,0.4269191919191919,0.6079997317578602,3.8201749813501165
25,0.43232323232323233,0.5998408318470738,3.768911101307915
25,0.43772727272727274,0.5917914182473455,3.7183351440466903
25,0.44313131313131315,0.5838500217345831,3.6684378781592146
25,0.44853535353535356,0.5760151928005797,3.6192101961168186
25,0.453939393939394,0.5682855013884396,3.570643112607028
25,0.45934343434343433,0.5606595366315575,3.5227277628935174
25,0.46474747474747474,0.5531359065960982,3.4754554011980643
25,0.47015151515151515,0.5457132380269337,3.428817399104226
25,0.47555555555555556,0.5383901760969887,3.382805243982429
25,0.480959595959596,0.5311653841599498,3.3374105374361975
25,0.4863636363636364,0.5240375435062943,3.2926249937692313
25,0.4917676767676768,0.5170053531225904,3.248440438473054
25,0.49717171717171715,0.5100675294540303,3.204848806734954
25,0.5025757575757576,0.5032228061701478,3.1618421419659537
25,0.507979797979798,0.4964699339336805,3.119412594348521
25,0.5133838383838384,0.48980768017253457,3.077552419403787
25,0.5187878787878788,0.48323482885480795,3.0362539765779712
25,0.5241919191919192,0.4767501802668337,2.9955097278477885
25,0.5295959595959596,0.4703525507942018,2.955312236344569
25,0.535,0.4640407727057187,2.9156541649968335
