gamma,R,F_bond,T,traversal_time,sigma,V,V_double_prime,stable
0.7738693467336684,0.05107837109211364,0.0030154081027433176,19.577758229537537,5.844452840457028,0.0011307780385287436,-8.96011330202433,-40.4602074595241,False
0.7788944723618091,0.05044069689096507,0.002903876987150154,19.825261378954497,5.881279769022829,0.0010889538701813076,-9.062777811565827,-40.706407918356035,False
0.7839195979899498,0.04981098356206273,0.002796471080922229,20.07589347747039,5.918338750563407,0.0010486766553458352,-9.166470257698155,-40.948970585651296,False
0.7889447236180904,0.049189131720035875,0.0026930378046451237,20.329694081440287,5.955631247285505,0.0010098891767419212,-9.271196766960804,-41.18767771889998,False
0.7939698492462312,0.04857504322026363,0.002593430222370147,20.586703247293016,5.993158730609483,0.0009725363333888049,-9.376963368578728,-41.42230445256155,False
0.7989949748743719,0.04796862114338535,0.0024975068328790787,20.846961537853073,6.0309226812273815,0.0009365650623296544,-9.483775988785307,-41.652618596940556,False
0.8040201005025126,0.04736976978000406,0.0024051313686693954,21.110510028742517,6.068924589161341,0.0009019242632510227,-9.591640444960435,-41.8783804320924,False
0.8090452261306533,0.04677839461558111,0.002316172602374455,21.37739031486379,6.1071659538224,0.0008685647258904211,-9.700562439578468,-42.099342495208475,False
0.8140703517587939,0.04619440231551913,0.0022305041603436324,21.647644516964505,6.145648284069642,0.0008364390601288625,-9.810547553960719,-42.31524936253663,False
0.8190954773869347,0.04561770071043147,0.002148004343117567,21.9213152882852,6.184373098269743,0.0008055016286690876,-9.921601241826913,-42.525837426476755,False
0.8241206030150754,0.04504819878159549,0.002068555952543531,22.19844582129112,6.22334192435688,0.0007757084822038248,-10.033728822640057,-42.73083466586604,False
0.8291457286432161,0.04448580664658726,0.0019920461252852673,22.479079854489168,6.262556299893001,0.0007470172969819755,-10.146935474738877,-42.92996040993012,False
0.8341708542713568,0.043930435545095875,0.0019183661724908251,22.76326167933097,6.302017772128514,0.0007193873146840596,-10.261226228251884,-43.12292509669851,False
0.8391959798994975,0.04338199782491469,0.001847411425390612,23.05103614720322,6.3417278980633185,0.0006927792845214796,-10.37660595778694,-43.309430024842186,False
